latitud,longitud,identificador
-34.708880,-58.312072,MO-01068
-34.707685,-58.313284,MO-01069
-34.705771,-58.315258,MO-01070
-34.703959,-58.317232,MO-01071
-34.725645,-58.258696,MO-01073
-34.728396,-58.261769,MO-01074
-34.729379,-58.263513,MO-01075
-34.710780,-58.277417,MO-01088
-34.709709,-58.280132,MO-01089
-34.710529,-58.284299,MO-01091
-34.711292,-58.285759,MO-01092
-34.712161,-58.286822,MO-01093
-34.713691,-58.288565,MO-01094
-34.714626,-58.289670,MO-01095
-34.715698,-58.290957,MO-01096
-34.717677,-58.293285,MO-01097
-34.719684,-58.295651,MO-01098
-34.721456,-58.297845,MO-01099
-34.722364,-58.298859,MO-01100
-34.723233,-58.299819,MO-01101
-34.720186,-58.303612,MO-01103
-34.716456,-58.304754,MO-01104
-34.712686,-58.308440,MO-01105
-34.702089,-58.319635,MO-01308
-34.700408,-58.321776,MO-01309
-34.698869,-58.323669,MO-01310
-34.697035,-58.326014,MO-01311
-34.695629,-58.327889,MO-01312
-34.693996,-58.330053,MO-01313
-34.692200,-58.332559,MO-01314
-34.690022,-58.335723,MO-01315
-34.688478,-58.337703,MO-01316
-34.687265,-58.339076,MO-01317
-34.685955,-58.340455,MO-01318
-34.663667,-58.343872,MO-01328
-34.661324,-58.343802,MO-01329
-34.659180,-58.343727,MO-01330
-34.655477,-58.343609,MO-01331
-34.650509,-58.343470,MO-01333
-34.648324,-58.343362,MO-01334
-34.644864,-58.347214,MO-01335
-34.613992,-58.369095,MO-01344
-34.610518,-58.369331,MO-01346
-34.671781,-58.335385,MO-01390
-34.681146,-58.341624,MO-01568
-34.679841,-58.339430,MO-01569
-34.676157,-58.334591,MO-01570
-34.786140,-58.255450,MO-01593
-34.726209,-58.250365,MO-01597
-34.692800,-58.331770,MO-01505
-34.646025,-58.345696,MO-01503
-34.741410,-58.233590,MO-01239
-34.740471,-58.235688,MO-01219
-34.739258,-58.238011,MO-01217
-34.738386,-58.239073,MO-01207
-34.742873,-58.231144,MO-00393
-34.684406,-58.341877,MO-01248
-34.762914,-58.209395,MO-00352
-34.762226,-58.208257,MO-00353
-34.761508,-58.206948,MO-00354
-34.760142,-58.204497,MO-00384
-34.631644,-58.361189,MO-00607
-34.629578,-58.364322,MO-00608
-34.626082,-58.367916,MO-00609
-34.618785,-58.368431,MO-00610
-34.724740,-58.302245,MO-01102
-34.729692,-58.266056,MO-01202
-34.728797,-58.266689,MO-01274
-34.727219,-58.267842,MO-01434
-34.725477,-58.269097,MO-01482
-34.723727,-58.270353,MO-01483
-34.722025,-58.271672,MO-01484
-34.720367,-58.272858,MO-01485
-34.718568,-58.274124,MO-01486
-34.716875,-58.275218,MO-01487
-34.714983,-58.276683,MO-01488
-34.713431,-58.277756,MO-01489
-34.712170,-58.275293,MO-01490
-34.783805,-58.256893,MO-00152
-34.764928,-58.215426,MO-00253
-34.766100,-58.217663,MO-00254
-34.762553,-58.212143,MO-00632
-34.762791,-58.214423,MO-00647
-34.767612,-58.220544,MO-01175
-34.768780,-58.222749,MO-01176
-34.770146,-58.225254,MO-01177
-34.770952,-58.226804,MO-01178
-34.771442,-58.227759,MO-01179
-34.773027,-58.230774,MO-01180
-34.774416,-58.233376,MO-01181
-34.775601,-58.235640,MO-01182
-34.777169,-58.238622,MO-01183
-34.778919,-58.241905,MO-01184
-34.780192,-58.244233,MO-01185
-34.781316,-58.246320,MO-01186
-34.782888,-58.249163,MO-01187
-34.784171,-58.251588,MO-01188
-34.785325,-58.253787,MO-01236
-34.781377,-58.259144,MO-00153
-34.723652,-58.261083,MO-00403
-34.721606,-58.260520,MO-00404
-34.721099,-58.259559,MO-00405
-34.720618,-58.258604,MO-00406
-34.720147,-58.257633,MO-00407
-34.719648,-58.256743,MO-00408
-34.720288,-58.256180,MO-00409
-34.721756,-58.255064,MO-00410
-34.722589,-58.254490,MO-00411
-34.723374,-58.253937,MO-00412
-34.724961,-58.252854,MO-00413
-34.725804,-58.252140,MO-00414
-34.727298,-58.251067,MO-00415
-34.728083,-58.250493,MO-00416
-34.729207,-58.249635,MO-00417
-34.730340,-58.248793,MO-00418
-34.731469,-58.247940,MO-00419
-34.731059,-58.246610,MO-00420
-34.735839,-58.241847,MO-00423
-34.736787,-58.240967,MO-00424
-34.738131,-58.239659,MO-00425
-34.739326,-58.238555,MO-00426
-34.743940,-58.229792,MO-00430
-34.725451,-58.257360,MO-00558
-34.724613,-58.257971,MO-00559
-34.723987,-58.259125,MO-00560
-34.759679,-58.210904,MO-00645
-34.760913,-58.213302,MO-00646
-34.745558,-58.227984,MO-00777
-34.746686,-58.226654,MO-00778
-34.747546,-58.225640,MO-00779
-34.749851,-58.222985,MO-00780
-34.751036,-58.218972,MO-00781
-34.752359,-58.216145,MO-00782
-34.753981,-58.212701,MO-00783
-34.755849,-58.209177,MO-00784
-34.757983,-58.207637,MO-00785
-34.758542,-58.208758,MO-00786
-34.705890,-58.315687,MO-01154
-34.707840,-58.313713,MO-01155
-34.729639,-58.263829,MO-01172
-34.728608,-58.261625,MO-01173
-34.726266,-58.256995,MO-01174
-34.703231,-58.318814,MO-01307
-34.712884,-58.308558,MO-01429
-34.716266,-58.305130,MO-01430
-34.722576,-58.298902,MO-01468
-34.721681,-58.297861,MO-01469
-34.719900,-58.295678,MO-01470
-34.718171,-58.293688,MO-01471
-34.715905,-58.290973,MO-01472
-34.714904,-58.289793,MO-01473
-34.713881,-58.288554,MO-01474
-34.712629,-58.287095,MO-01475
-34.711566,-58.285893,MO-01476
-34.710516,-58.284600,MO-01477
-34.709061,-58.282310,MO-01478
-34.709797,-58.280454,MO-01479
-34.710305,-58.279091,MO-01480
-34.712117,-58.275588,MO-01481
-34.721813,-58.305801,MO-01520
-34.724437,-58.305109,MO-01521
-34.725927,-58.303306,MO-01522
-34.725322,-58.301788,MO-01523
-34.709445,-58.311943,MO-01725
-34.722567,-58.306739,MO-01726
-34.732421,-58.245188,MO-01293
-34.733603,-58.243997,MO-01272
-34.740290,-58.236616,MO-01271
-34.741106,-58.234760,MO-01270
-34.742891,-58.231900,MO-01269
-34.723510,-58.299961,MO-00197
-34.720816,-58.304716,MO-00249
-34.713208,-58.277852,MO-01077
-34.715007,-58.276881,MO-01078
-34.716660,-58.275669,MO-01079
-34.718239,-58.274474,MO-01080
-34.720079,-58.273298,MO-01081
-34.721944,-58.271940,MO-01082
-34.723571,-58.270739,MO-01083
-34.725370,-58.269457,MO-01084
-34.726975,-58.268282,MO-01085
-34.728730,-58.267016,MO-01086
-34.730213,-58.265927,MO-01087
-34.601815,-58.369696,MO-00598
-34.610504,-58.369599,MO-00600
-34.614619,-58.369476,MO-00602
-34.645787,-58.347745,MO-00611
-34.648139,-58.347782,MO-00612
-34.650460,-58.347842,MO-00614
-34.654021,-58.348002,MO-01278
-34.655204,-58.348019,MO-01279
-34.657551,-58.348094,MO-01280
-34.659683,-58.348142,MO-01281
-34.684323,-58.342611,MO-01295
-34.685928,-58.341216,MO-01296
-34.687340,-58.339709,MO-01297
-34.689166,-58.337563,MO-01298
-34.692924,-58.332392,MO-01300
-34.694216,-58.330536,MO-01301
-34.696263,-58.327736,MO-01302
-34.699059,-58.324142,MO-01304
-34.700673,-58.322092,MO-01305
-34.661893,-58.347412,MO-01524
-34.666177,-58.343802,MO-01525
-34.676051,-58.334709,MO-01526
-34.679664,-58.339393,MO-01527
-34.680970,-58.341565,MO-01528
-34.683652,-58.345540,MO-01529
-34.683524,-58.343421,MO-01530
-34.671816,-58.336565,MO-01591
-34.619281,-58.368860,MO-00573
-34.625664,-58.368131,MO-00574
-34.628269,-58.366843,MO-00605
-34.630202,-58.363930,MO-00606
-34.762407,-58.211709,MO-00251
-34.726981,-58.249823,MO-00395
-34.747841,-58.225114,MO-00546
-34.779699,-58.260294,MO-00002
-34.779293,-58.261539,MO-00154
-34.763456,-58.209745,MO-00561
-34.768758,-58.199027,MO-00631
-34.779610,-58.264704,MO-01237
-34.778183,-58.267300,MO-01238
-34.776011,-58.271340,MO-01241
-34.774301,-58.274483,MO-01242
-34.772948,-58.276935,MO-01243
-34.771463,-58.279724,MO-01244
-34.769515,-58.283254,MO-01245
-34.757383,-58.298242,MO-01252
-34.755717,-58.300195,MO-01253
-34.754620,-58.301482,MO-01254
-34.752896,-58.303472,MO-01255
-34.750970,-58.305683,MO-01256
-34.747828,-58.309325,MO-01257
-34.745597,-58.311905,MO-01258
-34.708761,-58.307222,MO-01275
-34.706296,-58.304722,MO-01276
-34.694304,-58.306444,MO-01277
-34.692130,-58.309202,MO-01383
-34.690374,-58.311154,MO-01384
-34.688826,-58.313134,MO-01385
-34.686352,-58.316304,MO-01386
-34.682073,-58.322661,MO-01387
-34.676466,-58.329120,MO-01388
-34.767149,-58.201945,MO-01699
-34.768211,-58.285444,MO-01194
-34.766660,-58.287536,MO-01129
-34.765183,-58.289285,MO-01106
-34.763769,-58.290916,MO-01090
-34.761909,-58.293051,MO-00385
-34.760768,-58.294339,MO-01072
-34.758833,-58.296581,MO-01033
-34.764875,-58.206990,MO-00199
-34.764514,-58.208431,MO-00200
-34.744526,-58.313110,MO-01268
-34.742164,-58.315854,MO-00652
-34.739576,-58.318885,MO-00829
-34.737610,-58.321191,MO-00837
-34.736121,-58.321793,MO-00840
-34.734927,-58.319567,MO-00841
-34.733450,-58.316788,MO-00856
-34.731444,-58.313065,MO-00857
-34.730148,-58.310426,MO-00858
-34.728865,-58.308269,MO-00859
-34.727716,-58.306193,MO-00098
-34.725918,-58.302856,MO-00096
-34.695059,-58.307329,MO-01397
-34.719697,-58.303928,MO-01431
-34.745659,-58.312125,MO-01447
-34.747687,-58.309765,MO-01448
-34.750834,-58.306149,MO-01449
-34.752720,-58.303950,MO-01450
-34.754554,-58.301815,MO-01451
-34.755620,-58.300592,MO-01452
-34.757295,-58.298682,MO-01453
-34.771476,-58.279992,MO-01461
-34.773239,-58.276736,MO-01462
-34.774420,-58.274590,MO-01463
-34.775971,-58.271710,MO-01464
-34.777068,-58.269655,MO-01465
-34.777720,-58.268459,MO-01466
-34.707734,-58.308220,MO-01723
-34.778844,-58.266528,MO-01718
-34.778174,-58.264296,MO-01717
-34.758306,-58.297444,MO-01030
-34.760263,-58.295250,MO-01028
-34.762607,-58.292814,MO-01018
-34.764322,-58.290808,MO-00974
-34.766243,-58.288313,MO-00925
-34.767931,-58.286087,MO-00887
-34.769283,-58.283941,MO-00886
-34.728565,-58.308237,MO-00099
-34.729570,-58.310189,MO-00383
-34.731422,-58.313365,MO-00579
-34.733194,-58.316777,MO-00580
-34.734684,-58.319459,MO-00581
-34.736112,-58.322088,MO-00601
-34.737576,-58.321498,MO-00603
-34.742002,-58.316198,MO-00604
-34.744400,-58.313526,MO-00613
-34.725644,-58.302669,MO-00097
-34.726989,-58.305115,MO-00876
-34.605378,-58.369498,MO-00599
-34.605237,-58.369841,MO-01347
-34.687693,-58.316701,MO-01391
-34.689086,-58.314915,MO-01392
-34.690560,-58.313085,MO-01393
-34.692051,-58.311197,MO-01394
-34.693043,-58.309878,MO-01395
-34.681191,-58.324206,MO-01592
-34.767484,-58.201742,MO-00534
-34.653121,-58.343550,MO-01332
-34.764536,-58.207326,MO-01695
-34.624006,-58.367307,MO-00644
-34.625194,-58.365514,MO-01247
-34.708069,-58.277240,MO-01361
-34.707169,-58.276505,MO-01362
-34.705343,-58.275014,MO-01363
-34.703359,-58.276548,MO-01364
-34.702336,-58.279392,MO-01365
-34.701683,-58.281242,MO-01366
-34.700916,-58.283452,MO-01367
-34.700214,-58.285453,MO-01368
-34.700691,-58.286483,MO-01369
-34.700170,-58.289316,MO-01370
-34.699368,-58.292760,MO-01371
-34.699178,-58.295217,MO-01372
-34.698896,-58.298221,MO-01373
-34.697833,-58.298752,MO-01374
-34.695354,-58.299004,MO-01376
-34.694459,-58.299959,MO-01377
-34.693643,-58.301010,MO-01378
-34.692752,-58.302110,MO-01379
-34.691909,-58.303161,MO-01380
-34.692889,-58.305060,MO-01381
-34.694207,-58.306552,MO-01382
-34.698296,-58.298167,MO-01418
-34.709793,-58.279064,MO-01502
-34.693969,-58.305554,MO-01398
-34.693290,-58.304830,MO-01399
-34.694238,-58.302029,MO-01400
-34.695905,-58.299900,MO-01401
-34.697149,-58.298296,MO-01402
-34.697577,-58.297572,MO-01403
-34.701410,-58.287465,MO-01408
-34.700863,-58.286478,MO-01409
-34.700947,-58.283710,MO-01410
-34.701710,-58.281489,MO-01411
-34.702340,-58.279746,MO-01412
-34.703368,-58.276843,MO-01413
-34.704766,-58.275921,MO-01414
-34.706027,-58.277010,MO-01415
-34.707407,-58.278131,MO-01416
-34.708801,-58.279263,MO-01417
-34.698867,-58.298293,MO-01404
-34.699250,-58.295461,MO-01405
-34.699462,-58.293052,MO-01406
-34.699656,-58.290467,MO-01407
-34.839881,-58.188314,MO-00075&idParada=LP1816
-34.836821,-58.186936,MO-00077&idParada=LP18514
-34.834562,-58.185831,MO-00078&idParada=LP18512
-34.833607,-58.185074,MO-00081
-34.827442,-58.181818,MO-00084&idParada=18500
-34.825751,-58.183722,MO-00085
-34.824518,-58.185552,MO-00086
-34.820040,-58.192729,MO-00087
-34.818155,-58.195905,MO-00088
-34.814407,-58.201967,MO-00089
-34.812773,-58.204590,MO-00090
-34.811548,-58.206553,MO-00091
-34.809676,-58.209563,MO-00092
-34.807527,-58.213077,MO-00093
-34.805069,-58.217669,MO-00094
-34.804448,-58.218811,MO-00095
-34.790422,-58.244684,MO-00104
-34.789034,-58.247291,MO-00105
-34.786946,-58.251159,MO-00106
-34.721421,-58.288608,MO-01057
-34.719578,-58.289922,MO-01058
-34.718916,-58.291038,MO-01059
-34.717814,-58.293200,MO-01060
-34.716363,-58.296102,MO-01061
-34.715415,-58.298028,MO-01062
-34.713647,-58.301563,MO-01063
-34.712492,-58.304025,MO-01064
-34.711949,-58.305286,MO-01065
-34.711407,-58.306589,MO-01066
-34.710860,-58.307839,MO-01067
-34.730305,-58.265573,MO-01076
-34.731257,-58.267558,MO-01220
-34.732165,-58.269575,MO-01221
-34.730592,-58.270749,MO-01222
-34.728982,-58.271908,MO-01223
-34.727373,-58.273180,MO-01224
-34.725587,-58.274472,MO-01225
-34.723855,-58.275636,MO-01226
-34.722312,-58.276763,MO-01227
-34.681782,-58.344221,MO-01321
-34.678821,-58.346335,MO-01322
-34.675394,-58.344253,MO-01323
-34.673012,-58.344231,MO-01324
-34.670678,-58.344113,MO-01325
-34.669636,-58.344135,MO-01326
-34.667153,-58.344060,MO-01327
-34.723048,-58.278909,MO-01608
-34.724110,-58.280872,MO-01609
-34.725160,-58.282970,MO-01610
-34.723727,-58.284107,MO-01611
-34.722695,-58.287250,MO-01613
-34.677031,-58.344408,MO-01655
-34.841449,-58.189688,MO-01504
-34.793802,-58.238477,MO-00350
-34.792528,-58.240773,MO-00351
-34.795409,-58.235467,MO-00101
-34.803232,-58.221016,MO-00402
-34.801521,-58.224160,MO-01233
-34.799909,-58.227132,MO-01234
-34.798068,-58.230517,MO-01235
-34.797332,-58.231960,MO-01260
-34.721981,-58.285343,MO-01612
-34.820207,-58.192799,MO-00306
-34.825011,-58.185101,MO-00307
-34.827438,-58.181958,MO-00308
-34.832026,-58.184752,MO-00310&idParada=LP18505
-34.835161,-58.183052,MO-00313&idParada=LP18511
-34.836447,-58.186909,MO-00315&idParada=LP18515
-34.839467,-58.188282,MO-00317&idParada=LP1817
-34.825817,-58.183771,MO-00926
-34.785884,-58.253406,MO-01189
-34.786959,-58.251529,MO-01190
-34.790105,-58.245606,MO-01192
-34.804391,-58.219160,MO-01198
-34.805219,-58.217626,MO-01199
-34.807263,-58.213822,MO-01200
-34.809491,-58.210089,MO-01208
-34.811266,-58.207203,MO-01209
-34.812711,-58.204896,MO-01210
-34.814689,-58.201715,MO-01211
-34.817538,-58.197085,MO-01212
-34.819079,-58.194634,MO-01724
-34.794484,-58.237428,MO-00884
-34.792030,-58.242207,MO-00103
-34.795651,-58.235394,MO-00100
-34.797143,-58.232600,MO-01232
-34.798282,-58.230551,MO-00877
-34.800084,-58.227118,MO-00883
-34.802911,-58.221947,MO-01193
-34.721319,-58.288978,MO-00954
-34.722726,-58.287041,MO-00955
-34.723568,-58.284423,MO-00957
-34.725208,-58.283222,MO-00958
-34.724327,-58.281001,MO-00959
-34.723282,-58.278989,MO-00960
-34.722259,-58.277090,MO-00961
-34.711592,-58.307077,MO-01156
-34.712135,-58.305768,MO-01157
-34.712690,-58.304508,MO-01158
-34.713766,-58.302003,MO-01159
-34.715552,-58.298457,MO-01160
-34.716721,-58.296123,MO-01161
-34.717960,-58.293661,MO-01162
-34.719529,-58.290431,MO-01163
-34.723758,-58.275958,MO-01164
-34.725482,-58.274708,MO-01165
-34.727289,-58.273394,MO-01166
-34.728854,-58.272203,MO-01167
-34.730517,-58.271002,MO-01168
-34.732179,-58.269805,MO-01169
-34.731464,-58.267686,MO-01170
-34.730552,-58.265766,MO-01171
-34.721994,-58.285574,MO-01491
-34.661289,-58.348786,MO-01282
-34.662807,-58.351489,MO-01283
-34.674362,-58.345036,MO-01289
-34.675081,-58.346023,MO-01290
-34.676638,-58.347986,MO-01291
-34.677917,-58.347434,MO-01292
-34.681914,-58.344666,MO-01294
-34.664333,-58.350384,MO-01356
-34.666310,-58.348619,MO-01357
-34.668172,-58.346854,MO-01358
-34.669967,-58.345202,MO-01359
-34.671472,-58.347348,MO-01360
-34.775517,-58.235634,MO-00029
-34.747439,-58.225286,MO-00991
-34.834584,-58.182135,MO-00312&idParada=LP15809
-34.786673,-58.229492,MO-00659
-34.783501,-58.231680,MO-00660
-34.735097,-58.278763,MO-00922
-34.805316,-58.215732,MO-00975
-34.803611,-58.216510,MO-00976
-34.800374,-58.218210,MO-00977
-34.798330,-58.219771,MO-00978
-34.795625,-58.222298,MO-00979
-34.793717,-58.224546,MO-01024
-34.790700,-58.226702,MO-01025
-34.780408,-58.233858,MO-01026
-34.776707,-58.236557,MO-01027
-34.774067,-58.240140,MO-01029
-34.769313,-58.245462,MO-01031
-34.768061,-58.246771,MO-01032
-34.764827,-58.250091,MO-01034
-34.762138,-58.252655,MO-01035
-34.759635,-58.254898,MO-01036
-34.757855,-58.256507,MO-01037
-34.755695,-58.258470,MO-01038
-34.754095,-58.259903,MO-01039
-34.751715,-58.264661,MO-01040
-34.751376,-58.267279,MO-01041
-34.747951,-58.269784,MO-01042
-34.746325,-58.270884,MO-01043
-34.744989,-58.271785,MO-01044
-34.743609,-58.272718,MO-01045
-34.741965,-58.273807,MO-01046
-34.740127,-58.275089,MO-01047
-34.738434,-58.276259,MO-01048
-34.736001,-58.277991,MO-01049
-34.733223,-58.279880,MO-01050
-34.731451,-58.281253,MO-01051
-34.729811,-58.282498,MO-01052
-34.728145,-58.283812,MO-01053
-34.726399,-58.284987,MO-01054
-34.724675,-58.286247,MO-01055
-34.723013,-58.287454,MO-01056
-34.770000,-58.244759,MO-01594
-34.760633,-58.253974,MO-01319
-34.783347,-58.232260,MO-00515
-34.747740,-58.270154,MO-01545
-34.751151,-58.267826,MO-01546
-34.751847,-58.264688,MO-01547
-34.754183,-58.260149,MO-01548
-34.756277,-58.258250,MO-01549
-34.757930,-58.256759,MO-01550
-34.759380,-58.255455,MO-01551
-34.762469,-58.252773,MO-01552
-34.764708,-58.250670,MO-01553
-34.769467,-58.245703,MO-01555
-34.771309,-58.243836,MO-01556
-34.773785,-58.241100,MO-01557
-34.776288,-58.237334,MO-01558
-34.780782,-58.234009,MO-01559
-34.786519,-58.229953,MO-01560
-34.790070,-58.227561,MO-01561
-34.793400,-58.225243,MO-01562
-34.795453,-58.222861,MO-01563
-34.798114,-58.220222,MO-01564
-34.800162,-58.218591,MO-01565
-34.804334,-58.216462,MO-01566
-34.806025,-58.215598,MO-01567
-34.783726,-58.231825,MO-01595
-34.760788,-58.254166,MO-00198
-34.722894,-58.287899,MO-01531
-34.724587,-58.286633,MO-01532
-34.726324,-58.285389,MO-01533
-34.727982,-58.284069,MO-01534
-34.729736,-58.282803,MO-01535
-34.731376,-58.281505,MO-01536
-34.733060,-58.280207,MO-01537
-34.736305,-58.278018,MO-01538
-34.738342,-58.276570,MO-01539
-34.739999,-58.275433,MO-01540
-34.741771,-58.274167,MO-01541
-34.743464,-58.273029,MO-01542
-34.744892,-58.272074,MO-01543
-34.746162,-58.271195,MO-01544
-34.734859,-58.278978,MO-01516
-34.664188,-58.353930,MO-01284
-34.666032,-58.352847,MO-01285
-34.667850,-58.351146,MO-01286
-34.669734,-58.349392,MO-01287
-34.671609,-58.347654,MO-01288
-34.804025,-58.181598,MO-00294
-34.805959,-58.181212,MO-00295
-34.807232,-58.181958,MO-00296
-34.807272,-58.183701,MO-00297
-34.797819,-58.192445,MO-01126
-34.769872,-58.242495,MO-00373
-34.774896,-58.235961,MO-00633
-34.772217,-58.237973,MO-00634
-34.770767,-58.239223,MO-00635
-34.769066,-58.240601,MO-00636
-34.809267,-58.184350,MO-01009
-34.810460,-58.182923,MO-01010
-34.809553,-58.181443,MO-01117
-34.807426,-58.178830,MO-01119
-34.805977,-58.178873,MO-01120
-34.793356,-58.197976,MO-00330
-34.791713,-58.199902,MO-00331
-34.789114,-58.202407,MO-00332
-34.808509,-58.180208,MO-01118
-34.803219,-58.182161,MO-01121
-34.801973,-58.183674,MO-01122
-34.800889,-58.184978,MO-01123
-34.799347,-58.186898,MO-01124
-34.799422,-58.190455,MO-01125
-34.796030,-58.194548,MO-01127
-34.794616,-58.196393,MO-01128
-34.807294,-58.182483,MO-00116
-34.783919,-58.211360,MO-00264
-34.785558,-58.210051,MO-00265
-34.786087,-58.210850,MO-00266
-34.787162,-58.212674,MO-00267
-34.798761,-58.172940,MO-00289
-34.800338,-58.174844,MO-00290
-34.801400,-58.176110,MO-00291
-34.802717,-58.177773,MO-00292
-34.804756,-58.180225,MO-00293&idParada=LP18235
-34.793166,-58.166325,MO-00502
-34.794867,-58.168257,MO-00503
-34.796621,-58.170419,MO-00504
-34.785779,-58.205808,MO-00673
-34.784726,-58.207809,MO-00674
-34.783439,-58.208823,MO-00675
-34.783074,-58.210405,MO-00847
-34.788308,-58.214498,MO-00848
-34.789713,-58.217658,MO-00849
-34.790651,-58.219439,MO-00850
-34.791889,-58.221901,MO-00851
-34.793819,-58.225785,MO-00852
-34.794951,-58.227877,MO-00853
-34.796070,-58.230184,MO-00854
-34.788277,-58.154374,MO-00873
-34.790303,-58.165392,MO-00924
-34.794471,-58.144653,MO-01107
-34.793149,-58.146665,MO-01108
-34.791872,-58.148655,MO-01109
-34.790563,-58.150522,MO-01110
-34.789361,-58.152485,MO-01111
-34.789726,-58.155613,MO-01112
-34.790453,-58.156863,MO-01113
-34.788590,-58.159990,MO-01114
-34.787444,-58.162050,MO-01115
-34.788673,-58.163643,MO-01116
-34.787585,-58.201624,MO-01130
-34.786907,-58.202755,MO-01131
-34.791929,-58.167667,MO-01713
-34.795801,-58.142669,MO-01492
-34.797111,-58.232208,MO-01191
-34.805087,-58.179912,MO-01730
-34.791599,-58.200148,MO-00273
-34.793220,-58.198233,MO-00274
-34.795889,-58.194902,MO-00275
-34.789748,-58.202965,MO-00333
-34.797726,-58.192745,MO-01657
-34.799457,-58.190739,MO-01658
-34.799272,-58.187156,MO-01659
-34.800854,-58.185230,MO-01660
-34.801951,-58.183905,MO-01661
-34.803206,-58.182365,MO-01662
-34.794599,-58.196619,MO-01729
-34.804717,-58.180043,MO-00118
-34.802933,-58.177902,MO-00119
-34.801611,-58.176287,MO-00120
-34.800537,-58.174957,MO-00121
-34.799057,-58.173133,MO-00122
-34.796867,-58.170564,MO-00123
-34.795154,-58.168455,MO-00124
-34.793471,-58.166438,MO-00125
-34.791554,-58.164089,MO-00126
-34.789753,-58.161900,MO-00127
-34.787893,-58.213307,MO-00338
-34.786149,-58.210663,MO-00339
-34.783937,-58.211226,MO-00340
-34.783267,-58.209112,MO-00797
-34.784576,-58.208125,MO-00798
-34.785783,-58.206264,MO-00799
-34.787017,-58.202932,MO-00800
-34.795123,-58.227947,MO-00808
-34.794057,-58.225946,MO-00809
-34.791894,-58.221633,MO-00810
-34.790700,-58.219272,MO-00811
-34.788801,-58.215630,MO-00812
-34.783281,-58.210496,MO-00813
-34.788642,-58.160055,MO-00899
-34.790343,-58.157217,MO-00900
-34.789457,-58.152625,MO-00903
-34.790541,-58.150839,MO-01142
-34.791863,-58.148881,MO-01143
-34.793140,-58.146912,MO-01144
-34.794449,-58.144857,MO-01145
-34.788228,-58.202251,MO-01656
-34.796970,-58.231612,MO-00102
-34.789380,-58.155142,MO-00901
-34.796121,-58.229959,MO-01261
-34.770507,-58.243359,MO-00011
-34.770102,-58.242608,MO-00012
-34.769207,-58.240923,MO-00013
-34.770639,-58.239502,MO-00026
-34.772292,-58.238166,MO-00027
-34.773151,-58.237463,MO-00028
-34.818388,-58.194794,MO-00107
-34.816252,-58.192842,MO-00108
-34.814812,-58.191544,MO-00109
-34.812288,-58.189264,MO-00111
-34.810773,-58.188100,MO-00112
-34.809417,-58.187134,MO-00113
-34.807329,-58.184431,MO-00115
-34.806078,-58.179109,MO-00117
-34.777932,-58.178471,MO-00137
-34.776962,-58.180708,MO-00138
-34.775693,-58.183486,MO-00139
-34.774980,-58.184972,MO-00140
-34.774129,-58.186710,MO-00141
-34.772785,-58.188658,MO-00142
-34.771520,-58.190181,MO-00143
-34.770172,-58.191860,MO-00144
-34.768121,-58.194361,MO-00145
-34.766942,-58.195894,MO-00146
-34.763236,-58.200352,MO-00148
-34.761636,-58.202299,MO-00149
-34.760529,-58.201812,MO-00150
-34.761010,-58.203437,MO-00151
-34.762354,-58.206102,MO-00444
-34.789422,-58.162479,MO-00482
-34.788805,-58.163509,MO-00483
-34.787783,-58.165274,MO-00484
-34.786990,-58.166927,MO-00485
-34.785655,-58.169770,MO-00486
-34.784598,-58.171594,MO-00487
-34.783576,-58.173804,MO-00488
-34.782770,-58.175274,MO-00489
-34.780549,-58.178272,MO-00491
-34.807100,-58.181040,MO-01640
-34.763862,-58.208179,MO-01641
-34.765126,-58.198019,MO-01704
-34.753077,-58.231970,MO-00175
-34.752103,-58.234180,MO-00176
-34.750481,-58.237238,MO-00177
-34.757172,-58.221370,MO-00361
-34.763064,-58.205454,MO-00446
-34.762125,-58.203657,MO-00447
-34.726222,-58.256840,MO-00557
-34.744888,-58.242710,MO-00710
-34.743072,-58.244410,MO-00711
-34.741723,-58.245628,MO-00712
-34.740369,-58.246738,MO-00713
-34.739250,-58.247672,MO-00714
-34.737222,-58.249410,MO-00715
-34.735741,-58.246942,MO-00716
-34.760005,-58.204086,MO-01642
-34.752072,-58.214922,MO-01643
-34.756277,-58.219771,MO-01644
-34.756916,-58.223060,MO-01645
-34.755074,-58.224632,MO-01646
-34.753161,-58.226107,MO-01647
-34.752204,-58.226793,MO-01648
-34.752623,-58.227941,MO-01649
-34.749309,-58.238558,MO-01663
-34.747643,-58.240156,MO-01664
-34.746100,-58.241519,MO-01665
-34.729295,-58.252022,MO-01666
-34.727726,-58.253181,MO-01667
-34.726950,-58.253728,MO-01668
-34.727629,-58.255477,MO-01669
-34.732284,-58.249887,MO-01694
-34.738262,-58.248557,MO-01518
-34.809042,-58.187011,MO-00299
-34.810500,-58.188052,MO-00300
-34.811962,-58.189119,MO-00301
-34.813204,-58.190224,MO-00302
-34.814812,-58.191689,MO-00303
-34.816208,-58.192960,MO-00304
-34.818397,-58.194972,MO-00305
-34.764285,-58.207937,MO-00445
-34.762817,-58.201184,MO-00448
-34.766766,-58.196463,MO-00450
-34.768070,-58.194880,MO-00451
-34.769114,-58.193577,MO-00452
-34.770586,-58.191769,MO-00453
-34.771432,-58.190637,MO-00454
-34.773605,-58.187869,MO-00456
-34.775671,-58.183953,MO-00457
